item_id,datetime,month,region,mgrs_tile,cloud_cover_pct,B02_blue,B03_green,B04_red,B08_nir,B11_swir16,B12_swir22,NDVI,NDBI,NDMI,BSI
S2A_34SFJ_20230624_0_L2A,2023-06-24 09:19:42.521000+00:00,2023-06,Thessaly,MGRS-34SFJ,0.07,0.061189,0.083702,0.088086,0.226277,0.220591,0.150851,0.4396,-0.0127,0.0127,0.0356
S2A_34TFK_20230508_0_L2A,2023-05-08 09:29:21.565000+00:00,2023-05,Thessaly,MGRS-34TFK,22.07,0.149332,0.160799,0.146633,0.29849,0.203743,0.14408,0.3412,-0.1887,0.1887,-0.1221
S2A_34TEK_20230428_0_L2A,2023-04-28 09:29:25.231000+00:00,2023-04,Thessaly,MGRS-34TEK,0.75,0.045026,0.079557,0.07163,0.316951,0.22963,0.141394,0.6313,-0.1598,0.1598,-0.0915
S2B_34SFJ_20220925_1_L2A,2022-09-25 09:29:43.060000+00:00,2022-09,Thessaly,MGRS-34SFJ,0.72,0.040848,0.059535,0.059555,0.246315,0.186398,0.118116,0.6106,-0.1385,0.1385,-0.0773
S2A_34SFJ_20220818_0_L2A,2022-08-18 09:19:51.942000+00:00,2022-08,Thessaly,MGRS-34SFJ,0.01,0.044835,0.063651,0.066427,0.204533,0.178931,0.115872,0.5097,-0.0668,0.0668,-0.0081
S2B_34SFJ_20220724_0_L2A,2022-07-24 09:19:44.381000+00:00,2022-07,Thessaly,MGRS-34SFJ,0.0,0.061331,0.081429,0.084523,0.242349,0.221203,0.150603,0.4828,-0.0456,0.0456,0.0034
S2A_34SEJ_20220622_0_L2A,2022-06-22 09:29:51.901000+00:00,2022-06,Thessaly,MGRS-34SEJ,0.04,0.056263,0.09428,0.10472,0.303523,0.289861,0.196813,0.487,-0.023,0.023,0.0461
S2B_34SFJ_20220525_0_L2A,2022-05-25 09:19:39.499000+00:00,2022-05,Thessaly,MGRS-34SFJ,0.0,0.056367,0.081396,0.085345,0.243375,0.203902,0.142167,0.4807,-0.0883,0.0883,-0.0178
S2B_34SFJ_20220428_0_L2A,2022-04-28 09:29:28.952000+00:00,2022-04,Thessaly,MGRS-34SFJ,0.16,0.051679,0.077965,0.073626,0.303487,0.200453,0.134766,0.6095,-0.2045,0.2045,-0.1289
S2A_34SFJ_20210925_1_L2A,2021-09-25 09:29:39.809000+00:00,2021-09,Thessaly,MGRS-34SFJ,0.0,0.054853,0.079905,0.095656,0.244104,0.249436,0.176947,0.4369,0.0108,-0.0108,0.0716
S2A_34SFJ_20210816_0_L2A,2021-08-16 09:29:38.711000+00:00,2021-08,Thessaly,MGRS-34SFJ,0.24,0.065014,0.096908,0.112898,0.288487,0.280934,0.188954,0.4375,-0.0133,0.0133,0.054
S2B_34SFJ_20210729_1_L2A,2021-07-29 09:19:41.123000+00:00,2021-07,Thessaly,MGRS-34SFJ,0.0,0.052671,0.08568,0.098756,0.276723,0.241999,0.159056,0.474,-0.0669,0.0669,0.017
S2A_34SEJ_20210627_1_L2A,2021-06-27 09:29:41.365000+00:00,2021-06,Thessaly,MGRS-34SEJ,0.13,0.065131,0.099489,0.111474,0.304161,0.301695,0.208242,0.4636,-0.0041,0.0041,0.0561
S2B_34SFJ_20210410_0_L2A,2021-04-10 09:19:36.133000+00:00,2021-04,Thessaly,MGRS-34SFJ,0.13,0.044868,0.063939,0.061327,0.241308,0.172441,0.119178,0.5947,-0.1664,0.1664,-0.1008
S2A_34SFJ_20200930_0_L2A,2020-09-30 09:29:41.891000+00:00,2020-09,Thessaly,MGRS-34SFJ,1.22,0.053836,0.080269,0.089018,0.223918,0.230237,0.16487,0.4311,0.0139,-0.0139,0.0695
S2A_34SFJ_20200729_1_L2A,2020-07-29 09:19:45.042000+00:00,2020-07,Thessaly,MGRS-34SFJ,0.03,0.054377,0.082877,0.089877,0.268079,0.234416,0.148751,0.4978,-0.067,0.067,0.0028
S2A_34SFJ_20200629_1_L2A,2020-06-29 09:19:44.522000+00:00,2020-06,Thessaly,MGRS-34SFJ,0.14,0.060347,0.086655,0.093178,0.252027,0.238904,0.161973,0.4602,-0.0267,0.0267,0.0306
S2A_34SEJ_20200523_0_L2A,2020-05-23 09:29:45.538000+00:00,2020-05,Thessaly,MGRS-34SEJ,8.83,0.062552,0.094644,0.105235,0.286183,0.266477,0.181449,0.4623,-0.0357,0.0357,0.0319
S2B_34SFJ_20200425_1_L2A,2020-04-25 09:19:34.055000+00:00,2020-04,Thessaly,MGRS-34SFJ,0.54,0.060869,0.089301,0.089837,0.302334,0.232738,0.167968,0.5418,-0.1301,0.1301,-0.0592
S2A_34SFJ_20190926_0_L2A,2019-09-26 09:29:37.248000+00:00,2019-09,Thessaly,MGRS-34SFJ,0.46,0.059078,0.086276,0.102429,0.232939,0.253571,0.179054,0.3892,0.0424,-0.0424,0.0987
S2A_34SEJ_20190827_1_L2A,2019-08-27 09:29:41.128000+00:00,2019-08,Thessaly,MGRS-34SEJ,0.01,0.05465,0.085869,0.093936,0.324921,0.275446,0.172608,0.5515,-0.0824,0.0824,-0.0136
S2A_34TEK_20190628_0_L2A,2019-06-28 09:29:29.605000+00:00,2019-06,Thessaly,MGRS-34TEK,1.52,0.059712,0.091004,0.093279,0.311442,0.287556,0.18367,0.539,-0.0399,0.0399,0.0129
S2B_34SFJ_20180923_1_L2A,2018-09-23 09:19:32.461000+00:00,2018-09,Thessaly,MGRS-34SFJ,0.0,0.049573,0.070831,0.077505,0.256257,0.222487,0.149839,0.5356,-0.0705,0.0705,-0.0096
S2A_34SFJ_20180829_0_L2A,2018-08-29 09:17:03.507000+00:00,2018-08,Thessaly,MGRS-34SFJ,1.0,0.042911,0.061989,0.055771,0.201171,0.169222,0.105192,0.5659,-0.0863,0.0863,-0.0407
S2A_34SFJ_20180720_0_L2A,2018-07-20 09:16:44.856000+00:00,2018-07,Thessaly,MGRS-34SFJ,3.18,0.046846,0.073529,0.071593,0.238569,0.215573,0.148014,0.5384,-0.0506,0.0506,0.0031
S2A_34SFJ_20180613_1_L2A,2018-06-13 09:29:35.083000+00:00,2018-06,Thessaly,MGRS-34SFJ,1.25,0.074398,0.109125,0.133914,0.281119,0.305161,0.212963,0.3547,0.041,-0.041,0.1052
S2A_34SFJ_20180514_0_L2A,2018-05-14 09:20:31.459000+00:00,2018-05,Thessaly,MGRS-34SFJ,0.75,0.051664,0.07825,0.083115,0.242336,0.217844,0.153371,0.4892,-0.0532,0.0532,0.0117
S2B_34SFJ_20180426_0_L2A,2018-04-26 09:09:18.100000+00:00,2018-04,Thessaly,MGRS-34SFJ,0.19,0.052415,0.076707,0.080995,0.238113,0.199057,0.139206,0.4924,-0.0893,0.0893,-0.0184
S2B_34SFJ_20170819_0_L2A,2017-08-19 09:19:10.807000+00:00,2017-08,Thessaly,MGRS-34SFJ,0.04,0.064878,0.076699,0.077117,0.222809,0.191532,0.129724,0.4858,-0.0755,0.0755,-0.0342
S2B_34SFJ_20170723_0_L2A,2017-07-23 09:28:53.548000+00:00,2017-07,Thessaly,MGRS-34SFJ,0.08,0.071389,0.097903,0.102874,0.281168,0.264675,0.18799,0.4643,-0.0302,0.0302,0.0208
S2B_34SFJ_20170630_0_L2A,2017-06-30 09:18:01.648000+00:00,2017-06,Thessaly,MGRS-34SFJ,0.07,0.067812,0.088076,0.089566,0.230732,0.214952,0.158276,0.4407,-0.0354,0.0354,0.0099
